"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should show invalid email inline error when email does not have characters after @","signup","Tue Jan 20 01:39:10 UTC 2026","skipped","Tue Jan 20 01:39:10 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","2153","should not allow signup with malicious strings","signup","Tue Jan 20 01:39:23 UTC 2026","passed","Tue Jan 20 01:39:25 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1","should show inline error when phone number and country selection are different","signup","Tue Jan 20 01:39:12 UTC 2026","skipped","Tue Jan 20 01:39:12 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","7008","should create account when valid inputs are provided and phone number is not from region of purchase","signup","Tue Jan 20 01:39:25 UTC 2026","passed","Tue Jan 20 01:39:32 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","7232","should create account when valid inputs are provided","signup","Tue Jan 20 01:39:32 UTC 2026","passed","Tue Jan 20 01:39:39 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","1202","should not show consent to a user that already accepted it","signup","Tue Jan 20 01:39:04 UTC 2026","passed","Tue Jan 20 01:39:05 UTC 2026","Consent Page - EN > Returning User","tests/consent.spec.ts","",""
"","1924","should not submit form and show inline errors when mandatory fields are empty","signup","Tue Jan 20 01:39:10 UTC 2026","passed","Tue Jan 20 01:39:12 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","0","should not allow account creation for non-Canadian phone numbers","signup","Tue Jan 20 01:39:39 UTC 2026","skipped","Tue Jan 20 01:39:39 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","4533","should not login when invalid username is provided","signup","Tue Jan 20 01:39:05 UTC 2026","passed","Tue Jan 20 01:39:10 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1730","should have correct link for terms of service","signup","Tue Jan 20 01:39:19 UTC 2026","passed","Tue Jan 20 01:39:21 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","2972","should signup link have correct href","signup","Tue Jan 20 01:39:21 UTC 2026","passed","Tue Jan 20 01:39:24 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1436","should show password mismatch inline error","signup","Tue Jan 20 01:39:15 UTC 2026","passed","Tue Jan 20 01:39:16 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","9612","should block user after multiple failed login attempts","signup","Tue Jan 20 01:39:28 UTC 2026","passed","Tue Jan 20 01:39:37 UTC 2026","Account Security - EN","tests/login.spec.ts","",""
"","3782","should not login when password provided is incorrect for an existing user","signup","Tue Jan 20 01:39:24 UTC 2026","passed","Tue Jan 20 01:39:28 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1483","should show password does not match requirements inline error","signup","Tue Jan 20 01:39:22 UTC 2026","passed","Tue Jan 20 01:39:24 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","175","consent","accept-consent","Tue Jan 20 01:39:09 UTC 2026","passed","Tue Jan 20 01:39:09 UTC 2026","","setup/acceptConsent.setup.ts","",""
"","1485","should not show password minimum chars length inline error","signup","Tue Jan 20 01:39:19 UTC 2026","passed","Tue Jan 20 01:39:21 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","3175","should show invalid email inline error when invalid email format is provided","signup","Tue Jan 20 01:39:10 UTC 2026","passed","Tue Jan 20 01:39:13 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","2895","should show inline errors when empty fields are submitted","signup","Tue Jan 20 01:39:13 UTC 2026","passed","Tue Jan 20 01:39:16 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","2103","should not show error when password contains special chars(?!#_- ) but meets all requirements","signup","Tue Jan 20 01:39:10 UTC 2026","passed","Tue Jan 20 01:39:12 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1562","should show invalid email address inline error","signup","Tue Jan 20 01:39:13 UTC 2026","passed","Tue Jan 20 01:39:15 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1","should have correct link for privacy policy","signup","Tue Jan 20 01:39:21 UTC 2026","skipped","Tue Jan 20 01:39:21 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1398","should show password above maximum length inline error","signup","Tue Jan 20 01:39:18 UTC 2026","passed","Tue Jan 20 01:39:19 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1990","should display toast error when signup using email from existing user","signup","Tue Jan 20 01:39:21 UTC 2026","passed","Tue Jan 20 01:39:23 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1361","should not show password maximum chars length inline error","signup","Tue Jan 20 01:39:21 UTC 2026","passed","Tue Jan 20 01:39:22 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","5017","should allow user to reset password","signup","Tue Jan 20 01:39:16 UTC 2026","passed","Tue Jan 20 01:39:21 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1697","should show invalid phone number inline error","signup","Tue Jan 20 01:39:12 UTC 2026","passed","Tue Jan 20 01:39:13 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1420","should show password below minimum length inline error","signup","Tue Jan 20 01:39:16 UTC 2026","passed","Tue Jan 20 01:39:18 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","0","should show consent on first visit","signup","Tue Jan 20 01:39:03 UTC 2026","skipped","Tue Jan 20 01:39:03 UTC 2026","Consent Page - EN > First Visit","tests/consent.spec.ts","",""
"","5076","should redirect to login page when clicking the login link","signup","Tue Jan 20 01:39:14 UTC 2026","passed","Tue Jan 20 01:39:19 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1867","should switch language when clicking the language toggle","signup","Tue Jan 20 01:39:12 UTC 2026","passed","Tue Jan 20 01:39:14 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
